customerid,namestyle,title,firstname,middlename,lastname,suffix,companyname,salesperson,emailaddress,phone,passwordhash,passwordsalt,rowguid,modifieddate
29906,False,Mr.,Imtiaz,None,Khan,None,District Mall,adventure-works\jillian0,imtiaz0@adventure-works.com,249-555-0179,NiUsCVv2EYAYfE2mK4VPPDgV7BXgOR4eQ4yVOvsOG1A=,Cdwoi3o=,fd02037f-6c68-43ae-8007-797a28cfd117,2005-08-01 00:00:00
29907,False,Ms.,Karan,None,Khanna,None,Fitness Supplies,adventure-works\pamela0,karan1@adventure-works.com,390-555-0150,KQnTVrF88pDtzAwfV+7dDpsvf4FFaBRltsryZggImmI=,jZhDom8=,274ad75a-5647-4dc9-81c9-4fb6919375db,2007-08-01 00:00:00
29908,False,Mr.,Joe,None,Kim,None,Mail Market,adventure-works\jae0,joe1@adventure-works.com,1 (11) 500 555-0144,/1zuZO01NBBN+zaoVVHAp+srLdfFp0nBmPrSBGPulOc=,jMsXQbs=,f02107b3-5f5c-48d2-aedb-58fc3e25c652,2007-08-01 00:00:00
29910,False,Mr.,Shane,S.,Kim,None,Twelfth Bike Store,adventure-works\josé1,shane2@adventure-works.com,155-555-0149,XRbPUzkzKesTrEzvftw5uMTagaFkYgTZJJlBScNp0hc=,4YXPsTU=,2f9d7a0f-e131-438e-9b03-d813329b3a3c,2006-08-01 00:00:00
29911,False,Mr.,Tim,None,Kim,None,Consolidated Messenger,adventure-works\garrett1,tim0@adventure-works.com,244-555-0115,tgMDK3qjc6HiiWHXztTrPQw/eEJWy2T9OWRLlcrhhbM=,W9zzlRs=,55a68202-60e6-4439-bfcc-8c0a69aa7ebd,2007-08-01 00:00:00
29913,False,Mr.,Anton,None,Kirilov,None,Field Trip Store,adventure-works\linda3,anton0@adventure-works.com,608-555-0162,MA3e45BYPTDfQV7Kwg+fh94UR4S5kCbr0wdRqncaG0o=,0sZGs8c=,c705b4c9-b341-4327-8635-de0d0c879075,2006-08-01 00:00:00
29914,False,Mr.,Christian,None,Kleinerman,None,Finish and Sealant Products,adventure-works\shu0,christian1@adventure-works.com,362-555-0177,v9tjo4izinAmIevwhur1w9F/Wj0yCIj1eXG0q2dFc1s=,7uZHIds=,a4ed5b4f-19a2-4c26-a323-e952a84e6dd7,2005-09-01 00:00:00
29915,False,Mr.,Andrew,P.,Kobylinski,None,Finer Parts Shop,adventure-works\david8,andrew5@adventure-works.com,129-555-0185,kV0cL2OLqsK4OFtnZiL106gAKEZOBwGuAVYOYakH0kM=,GAfxRv4=,57c6f330-66ed-4b3e-8fbf-c01932e3c175,2005-12-01 00:00:00
29918,False,Mr.,Kirk,T,King,None,Up-To-Date Sports,adventure-works\josé1,kirk2@adventure-works.com,979-555-0163,056V7iOc8FPUiLanlyEqQX6cAWuL0TJ8fQBhX7mEjMU=,b96sfSU=,8f6a1402-dd2e-4098-821a-9a58fd67b3f7,2007-08-01 00:00:00
29919,False,Mr.,Eugene,None,Kogan,None,Mountain Bike Center,adventure-works\shu0,eugene2@adventure-works.com,136-555-0134,Tp1Zre+rOA0pmlkyosHvuAxhbMWt7UcvCPrAYmXyI+w=,GdsdWsk=,5d0fa571-03d2-4614-8309-abb42881ae6a,2006-08-01 00:00:00
29920,False,Mr.,Scott,None,Konersmann,None,Specialty Sports Store,adventure-works\jillian0,scott6@adventure-works.com,556-555-0192,2WMJfIzZjrB1xeQtjtSTUQfxxeowOV9LmAjmUkH/qP4=,A+rOrG0=,849bf03b-c4e8-4267-9b6f-d9ef87adcf11,2006-07-01 00:00:00
29921,False,Ms.,Joy,R.,Koski,None,Scooters and Bikes Store,adventure-works\pamela0,joy0@adventure-works.com,810-555-0198,tTeR7tEh6XEQtr0WQ2eXrHrqjsOt2mdihjWZ3c4q50s=,IrqLpXQ=,d4efe5ee-0773-4d09-92f9-a7192d7f7f39,2005-09-01 00:00:00
29922,False,Ms.,Pamala,M.,Kotc,None,Closest Bicycle Store,adventure-works\jae0,pamala0@adventure-works.com,1 (11) 500 555-0173,3nXek8BFNaBhIi8CwSzQOVdo1ZthphI3kGbZTrt6jNM=,/rh9tFs=,d532c98a-db1a-46d5-8f34-a2e2d63df722,2007-09-01 00:00:00
29924,False,Mr.,Mitch,None,Kennedy,None,Reasonable Bicycle Sales,adventure-works\shu0,mitch0@adventure-works.com,996-555-0192,Re4KikAJLZeLX+pM2Bw7HZNkd5Yyd/vrGB7WhjbYmCo=,lGI5cA0=,e2ee9816-381f-400f-905a-59dcb42be29b,2006-08-01 00:00:00
29925,False,Ms.,Margaret,T.,Krupka,None,Outdoor Sports Supply,adventure-works\pamela0,margaret1@adventure-works.com,107-555-0132,dI+A6Ikk6Eh9ypKYxrAEHGdSxjzUhy8bEyDdFjggW9g=,09k9Tis=,13322d86-46c0-4e9c-a8be-c67843616d80,2005-08-01 00:00:00
29926,False,Mr.,Deepak,None,Kumar,None,Outdoor Aerobic Systems Company,adventure-works\jae0,deepak0@adventure-works.com,1 (11) 500 555-0122,0d3F0pfNxXFKEufM738j3/fA0at2eUlZA8ibqRnMr7M=,6fOTb8g=,25036429-a092-4d75-bf32-4136c15c3c1a,2007-08-01 00:00:00
29928,False,Mr.,Vamsi,None,Kuppa,None,Metal Clearing House,adventure-works\josé1,vamsi1@adventure-works.com,290-555-0196,6p4SZnWdWPrBclHkaWFeooblNWE+Y4VJiuTM9hyonDI=,HaDRSbY=,3ce63665-21b9-4502-9aec-6c7d73328850,2007-08-01 00:00:00
29929,False,Mr.,Jeffrey,None,Kurtz,None,Many Bikes Store,adventure-works\shu0,jeffrey3@adventure-works.com,452-555-0179,zn3Nk0+i/zyvxFNh3OziN2Pxa3NfiIlVMJ9Ox86ytao=,5MZXwF4=,ae0f0317-2254-4d4f-9f4d-b01bbb10b3a0,2006-09-01 00:00:00
29930,False,Mr.,Peter,None,Kurniawan,None,Largest Bike Store,adventure-works\jillian0,peter4@adventure-works.com,436-555-0160,el1s9e+hWeb+79bwrhU+hxHEyJN+j6tR8vWyKJDZmTs=,QgzjTPU=,5def9d3e-0485-4cbe-9ec1-e5b1f01b3003,2005-11-01 00:00:00
29931,False,Mr.,Eric,None,Lang,None,Kickstands and Accessories Company,adventure-works\pamela0,eric6@adventure-works.com,932-555-0163,katp5sn21ZqJq5Z26YRBk9XXP3iFjpsX7tNPYAAxZlI=,xw9RymE=,7a417f32-0878-45ff-a994-34ed19c5bb11,2007-09-01 00:00:00
29932,False,Ms.,Rebecca,None,Laszlo,None,Instruments and Parts Company,adventure-works\jae0,rebecca2@adventure-works.com,1 (11) 500 555-0155,ox4SPBzzVPKyCVoIcZvkdVLtnQlKoDXCciBGcqVAfrI=,n7ydrrc=,998bb200-e2ad-4e26-8266-ce8bf95ca4de,2007-09-01 00:00:00
29934,False,Mr.,David,O,Lawrence,None,Gear-Shift Bikes Limited,adventure-works\josé1,david19@adventure-works.com,653-555-0159,HyZexVTTLfKfhx/Sb+XHQb4vta2LC1FD3OYIkpmzMlQ=,/kc6RdY=,9fbd68b6-4626-4e37-af6c-b6c0f127a40a,2006-12-01 00:00:00
29935,False,Ms.,Elsa,None,Leavitt,None,Frugal Bike Shop,adventure-works\shu0,elsa0@adventure-works.com,482-555-0174,BmJaM+147GrhU00kNTtaTolp0EJcarJK/SCfew4ZiYA=,YADhpPo=,70394dac-8cbd-4c81-8a27-b1f8b5c041e8,2006-08-01 00:00:00
29936,False,Mr.,Michael,J.,Lee,None,Family Entertainment Center,adventure-works\pamela0,michael18@adventure-works.com,396-555-0139,A6RveLbS4qIaP/sOesBWwK7KlcShNP0N7DDN2VRWxYk=,vhvGQUE=,91c863db-f3f6-4eb6-b0f7-0a3eef38e71b,2007-08-01 00:00:00
29937,False,Ms.,Marjorie,M.,Lee,None,Go-cart and Bike Specialists,adventure-works\jillian0,marjorie0@adventure-works.com,306-555-0166,viR4W7eY7DDH81eAFhdKTb8Hft5EM8K5CcxdoPdoqgs=,ZcFvFFc=,b0e44fa0-449a-4ba2-8765-bb2ec784eb0f,2006-07-01 00:00:00
29938,False,Mr.,Frank,None,Campbell,None,Trailblazing Sports,adventure-works\shu0,frank4@adventure-works.com,491-555-0132,XKb/GbNNUPKesifxpBwavz3wz5Y3jbFPJgsBIVEFvO0=,/9h1e7s=,8739bccd-a0f4-496d-875e-46963b2f9723,2005-09-01 00:00:00
29939,False,Mr.,Mark,None,Lee,None,Racing Partners,adventure-works\josé1,mark5@adventure-works.com,371-555-0112,Lk6x4lbbepoCdlNUxLYjn6D3zCWVxEKiK2DwxCURAis=,s7z2FRc=,5ba91047-0e9f-40f1-8d9c-2a493fc9343c,2007-09-01 00:00:00
29941,False,Ms.,Jolie,None,Lenehan,None,Exhibition Showroom,adventure-works\jae0,jolie0@adventure-works.com,1 (11) 500 555-0126,qUddcyDDhMORzm2Tp3YcC3vD7dXKgTEDtTorjPbhbmk=,C2IP7to=,580d71e8-a211-4876-9c03-8edc7d65f050,2007-07-01 00:00:00
29942,False,Mr.,Roger,None,Lengel,None,Authorized Bike Sales and Rental,adventure-works\pamela0,roger1@adventure-works.com,947-555-0143,LoVploOms9pM4zQpIHQdGFLraQGd2ZtmlhGCKz8RxZk=,1PXmt4Y=,e5ce6be8-e780-4358-b521-8e4878b2af04,2007-08-01 00:00:00
29943,False,None,A.,Francesca,Leonetti,None,Two-Seater Bikes,adventure-works\jillian0,a0@adventure-works.com,645-555-0193,M2iP88O+gIF88E9NpBhI0baOUusaGXrum+clJ/miHO8=,6UypM3o=,49e6f552-fb89-4f3b-ae4d-37d9493415d3,2007-09-01 00:00:00
29944,False,Ms.,Bonnie,B.,Lepro,None,More Bikes!,adventure-works\linda3,bonnie2@adventure-works.com,354-555-0130,QFcESEnv3fd3s0KxftaNIRbKv6ba7PNXWLVrlx/mrF4=,WVm7PpY=,881137fc-ae6a-4fbd-b71a-4af9c2f65914,2005-09-01 00:00:00
29946,False,Ms.,Linda,None,Leste,None,National Manufacturing,adventure-works\garrett1,linda7@adventure-works.com,493-555-0134,heRwLFQMae6Y0X7+Q7tLrq4gB5sXd8jC7uiIjXlEs6Y=,OHu+9rc=,a578dddd-4cac-4d51-b60b-0c2f3b11ab13,2005-08-01 00:00:00
29948,False,Ms.,Elsie,L.,Lewin,None,Town Industries,adventure-works\jillian0,elsie0@adventure-works.com,803-555-0116,sbrtAXJY79C5nTfNaktfR5zn9+uSLMSL26NETFSeEas=,UUwXzgY=,4bf3d7ed-265d-4058-b516-134083182bdb,2007-09-01 00:00:00
29949,False,Mr.,George,Z.,Li,None,Security Racks and Locks Wholesalers,adventure-works\shu0,george3@adventure-works.com,699-555-0183,y3YyySPHg7l+/+LZkIFmyZ7gE+BOIOdPEq+t+oE093g=,4m5UYgM=,67582572-8246-4544-a083-502a1eef1fa0,2006-08-01 00:00:00
29950,False,Mr.,Yale,None,Li,None,Rapid Bikes,adventure-works\josé1,yale0@adventure-works.com,316-555-0138,B2RR480ridZSqURXY3APlxFk13GITW6LDFutGbpSUIs=,5MEUKYU=,0631f720-a96d-4505-a07c-11a954a67f6b,2005-09-01 00:00:00
29952,False,Ms.,Yuhong,None,Li,None,Nearby Sporting Goods,adventure-works\jae0,yuhong1@adventure-works.com,1 (11) 500 555-0176,XrcuygOte7eGdTleJOKDmf/XBySqc/0xVbjpIPzMWQA=,R273GbA=,2675b45b-5db9-4118-ad66-d09806903c25,2006-08-01 00:00:00
29953,False,Mr.,Joseph,M.,Lique,None,Front Sporting Goods,adventure-works\pamela0,joseph2@adventure-works.com,119-555-0195,7dnLSdRuWFKBMjmORanIkwGVy3smf5yZI3YxSSyd5/U=,jH5dJh4=,7c6c2b33-faa3-493c-8a74-21df759833a9,2006-08-01 00:00:00
29954,False,Mr.,Paulo,H.,Lisboa,None,Elite Bikes,adventure-works\jillian0,paulo0@adventure-works.com,380-555-0116,MO2kc8uiSARHp+gxFShJchORmBfhfAz+NC31TDVciS8=,QXbFwBQ=,d0e449ef-513f-4264-b2a6-25d67cadfeb6,2006-09-01 00:00:00
29955,False,Mr.,David,J.,Liu,None,Catalog Store,adventure-works\michael9,david20@adventure-works.com,440-555-0132,61zeTkO+eI5g8GG0swny8Wp/6GzZMFnT71fnW4lTHNY=,c7Ttvv0=,b8a33e4f-4519-45e1-bcea-25dc890b2387,2005-08-01 00:00:00
29956,False,None,Jinghao,None,Liu,None,Chic Department Stores,adventure-works\jillian0,jinghao1@adventure-works.com,928-555-0116,IaD5AeqK9mRiIrJi/etZGVO6EiybLf/oksA2CqrpoJ0=,p6pOqKc=,8d4efa1a-bf3a-49a8-be7b-a53ff3e9cb52,2006-09-01 00:00:00
29957,False,Mr.,Kevin,None,Liu,None,Eastside Department Store,adventure-works\linda3,kevin5@adventure-works.com,926-555-0164,ylTpkIOHKLcjihNjS0j/k10eOHOsWQMNhlbuOCp+UTY=,TgZnUOg=,e115475e-25da-4139-8256-934f48c8453d,2006-09-01 00:00:00
29959,False,Mr.,Todd,R.,Logan,None,Cycle Merchants,adventure-works\garrett1,todd0@adventure-works.com,783-555-0110,FV6z03ywMJOumcU+TEoL/Z/s4YP2fe8B3MJUUTA0CHU=,mFRhaEg=,8cac7bf4-d851-49f6-afc1-e7bdc398be26,2006-09-01 00:00:00
29962,False,Ms.,Sharon,J.,Looney,None,Fitness Hotel,adventure-works\jillian0,sharon2@adventure-works.com,377-555-0132,Uo3kAuNh936QfPTIfPt6I6Z3+olLMRu5IC5awuzDaG8=,uHgb0IU=,a9627a12-c4ec-4c3e-b611-4b6eadce91c4,2006-09-01 00:00:00
29964,False,Ms.,Anita,R.,Lucerne,None,Grand Industries,adventure-works\garrett1,anita0@adventure-works.com,164-555-0118,YYTwMHBzX9ZM2XoYAzTo7bVfsHm05BO3Sl1+sokcRjM=,Zb6O1a0=,0616ffa0-9986-40ce-9fed-1ecbf7deb9f0,2007-09-01 00:00:00
29967,False,Ms.,Judy,R.,Lundahl,None,Leading Sales & Repair,adventure-works\jillian0,judy1@adventure-works.com,260-555-0130,VzG/BDjkh2mMWAn2eZ/FQDI5/pGurtzdCfxTaCf6zAs=,N5Ajt+s=,c8dbb680-faea-4732-8db2-cd6ad1b5226a,2005-09-01 00:00:00
29969,False,Mr.,Robert,P.,Lyeba,None,Tandem Sales and Service,adventure-works\garrett1,robert8@adventure-works.com,631-555-0155,5obs6LI7GwHZ55lps26uIsPyz7E4xBxF6pdB5KYAnn0=,/Q1sZG0=,fac812b2-c8b4-42fe-8641-f753856806b4,2005-09-01 00:00:00
29971,False,Mr.,Robert,None,Lyon,None,Reliable Retail Center,adventure-works\garrett1,robert9@adventure-works.com,666-555-0143,4wMARaGSdJ36NMWSghaEHOvqGA6TSKb3JZJ8QlNfnok=,0JS3VLg=,b60c30f0-35ae-4892-9825-426d28db59ea,2006-09-01 00:00:00
29973,False,Ms.,Denise,R.,Maccietto,None,Friendly Bike Shop,adventure-works\michael9,denise1@adventure-works.com,537-555-0190,qE35+Yj4hYU97ToV8hswsOzcxEz23lHAGGrIx9xL2YY=,DfqJQ4g=,a83dcd3c-d7de-47d4-ab2e-f14062e50a2e,2005-10-01 00:00:00
29974,False,Mr.,Scott,None,MacDonald,None,Yellow Bicycle Company,adventure-works\jillian0,scott7@adventure-works.com,470-555-0171,E1wwrSH3sVJUF8UlhuAF+A5UTcdr1LObJBI67CvopDA=,LqtoWXs=,14036d92-ce29-4270-9c7c-51c8b443dd30,2005-07-01 00:00:00
29975,False,Mr.,Walter,J.,Mays,Sr.,Sports Products Store,adventure-works\linda3,walter1@adventure-works.com,245-555-0191,PubfC/rRrBqx4Duzd5die33tt0m74frlazigsOv3D7s=,IZ6tF0Y=,77083660-ddc4-4f13-877d-9e49e0854079,2006-09-01 00:00:00
29978,False,Mr.,Ajay,None,Manchepalli,None,Shipping Specialists,adventure-works\jae0,ajay0@adventure-works.com,1 (11) 500 555-0174,eVyn3oU+PF4k5dUPOBDIl+7JqQhO17DiG/iJE8dPkgc=,MYqiM6w=,b6ef4ac3-0e63-4fb2-b284-e48b8cd64c73,2008-02-01 00:00:00
29980,False,Mr.,Tomas,M.,Manzanares,II,Authentic Sales and Service,adventure-works\jae0,tomas0@adventure-works.com,1 (11) 500 555-0178,jlXuo2MxBdUaBFU1a7LQeFlHkJUTu5koo+dBRsKSbrw=,blIz9rk=,bffdc3c2-c552-4f0e-ac58-f7fe76b9e854,2006-09-01 00:00:00
29981,False,Ms.,Kathy,R.,Marcovecchio,None,Official Parts Shop,adventure-works\pamela0,kathy0@adventure-works.com,942-555-0141,EQfen7Xb4ZYQG6fC/yOA9SRKRw4HtLTBSHq1n1yOiAs=,LH8E+mM=,e55500bb-3b2f-4082-9624-ab085bf73fe8,2006-07-01 00:00:00
29982,False,Ms.,Melissa,R.,Marple,None,Discount Tours,adventure-works\shu0,melissa0@adventure-works.com,685-555-0117,UbL/DUTnTSqLeeA4RQCXS5ofw+ATOi1iWyGfuy/PO6g=,CAB+B+I=,da27541e-8f63-451d-8e58-ef11a02520a0,2005-12-01 00:00:00
29983,False,Ms.,Cecelia,L.,Marshall,None,Tire Exchange,adventure-works\josé1,cecelia0@adventure-works.com,394-555-0168,Io27wVPQenseFjuryNClpoCLiH0HtpKdgQrqYO9W/OQ=,1sXsDEE=,505c5789-f6a6-47c2-a700-e4f2506862ec,2006-08-01 00:00:00
29985,False,Ms.,Linda,None,Martin,None,Oils and Fluids Warehouse,adventure-works\jae0,linda8@adventure-works.com,1 (11) 500 555-0137,lePksYQQH7iiujo49o5l9u2k6fs+JCFtUHkyVL8P7WM=,JYjWVqI=,6c448fee-b174-4e20-8de0-7ff7f7f076de,2006-08-01 00:00:00
29987,False,Mr.,Frank,None,Mart¡nez,None,Rally Master Company Inc,adventure-works\shu0,frank5@adventure-works.com,171-555-0147,om5PZqKM1Q45cWiYPIrXl/Aae/JkbppbhDiC35ExpI8=,6YiQ2V8=,7cb529e5-6532-4bb3-b38f-971c2e820a80,2007-07-01 00:00:00
29988,False,Mr.,Steve,None,Masters,None,Professional Cyclists,adventure-works\josé1,steve2@adventure-works.com,154-555-0115,yFi3yGOATh6SBDVcA2+76Fx57aewXlckixsLIK6rBQ8=,WWk6sxA=,ad1f9ae6-49ea-45f8-8c72-9cf84183fa9b,2005-08-01 00:00:00
29990,False,Ms.,Jennifer,J.,Maxham,None,Exclusive Bicycle Mart,adventure-works\jae0,jennifer1@adventure-works.com,1 (11) 500 555-0175,7Rt3EiYjLXevQHTKMCMAavZEDngeIlBpAJZwplBW0G0=,M6OjY4Y=,647bf848-e9fc-4ccd-acb1-ff0ea9653b53,2006-08-01 00:00:00
29991,False,Mr.,Chris,None,Maxwell,None,City Manufacturing,adventure-works\pamela0,chris6@adventure-works.com,642-555-0187,ixajZho2s3ev/ogNQ9FUe1TyfA9yX1aEVWDOy/mdUAU=,k3iiros=,ec942fe9-2f5b-4b5d-a289-a061d6c4b873,2006-11-01 00:00:00
29992,False,Ms.,Sandra,B.,Maynard,None,Bike Dealers Association,adventure-works\shu0,sandra4@adventure-works.com,993-555-0179,iPjYe483dSgp0POtxsJVNCcegR3PdCK33L1Elr6F14w=,CqQEYuw=,4c8d76ed-b55a-4dff-b7c9-f6aa5ad83cbf,2005-07-01 00:00:00
29994,False,Ms.,Robin,M.,McGuigan,None,Health Spa, Limited,adventure-works\josé1,robin0@adventure-works.com,431-555-0153,fLh6z9dFddA6FLXlQVHhI5C9QbgD7gDHv63wFwwLzx8=,OtAJEtc=,2aa52dc6-2ae5-4729-9620-2d58100d2c6a,2005-07-01 00:00:00
29997,False,Ms.,Lola,M.,McCarthy,None,Closeout Boutique,adventure-works\david8,lola0@adventure-works.com,173-555-0151,FA9j5YePslFGxxwINV2WNFLdtlbCtTK0YuF06zPc16Q=,ojfzrl4=,ddbc698b-e010-4cf0-8df6-e7062a29d4ea,2006-08-01 00:00:00
29998,False,Ms.,Jane,A.,McCarty,None,Bicycle Merchandise Warehouse,adventure-works\shu0,jane3@adventure-works.com,529-555-0195,ZoY0+khcW5IFNHszZdW3+g5b7xWZLakfBmLzPRGtfpI=,cpPYnNE=,511df11a-b292-461d-b6ca-8991747096c2,2006-09-01 00:00:00
30000,False,Mr.,James,L.,McCoy,II,Leather Seat Factory,adventure-works\josé1,james12@adventure-works.com,191-555-0151,7fCBS9M7J3qJvmN3sgO/fbT2ap3vnYQ/k+fKjaHYP/0=,r9owTtw=,f979676f-80e7-4445-b894-ce8cea7ea5e2,2006-07-01 00:00:00
30003,False,Ms.,Yvonne,None,McKay,None,Practical Bike Supply Company,adventure-works\jillian0,yvonne1@adventure-works.com,623-555-0144,CzoEFQ0OfYtg1bNPN/BfavRr5F/ulWLF9VIraghdmZo=,pXNy1Eg=,a6fe5230-afe5-4633-ad8b-84176a335960,2005-09-01 00:00:00
30004,False,Ms.,Nkenge,None,McLin,None,Some Discount Store,adventure-works\pamela0,nkenge0@adventure-works.com,158-555-0123,mGggzeGp9z6TPCUrzGWt1N9gNU1CoQ+Cuu8cxh8uig4=,NNRxDmg=,927b8f21-1238-41ae-99be-193b64d6ed39,2005-08-01 00:00:00
30005,False,Ms.,Nancy,A.,McPhearson,None,Variety Cycling,adventure-works\jae0,nancy3@adventure-works.com,1 (11) 500 555-0195,jI4Q0GjuXuPicv1G1Kd3ZluvRH4IsSCG13q/+rCAqW8=,qcerumU=,0df0acf0-6d9c-4180-8577-46db866c46c3,2007-08-01 00:00:00
30007,False,Ms.,Raquel,None,Mello,None,Remote Bicycle Specialists,adventure-works\josé1,raquel0@adventure-works.com,723-555-0124,GMyxAFJL1Mwg+3iSBTMKDohFkSy5NKqGrVo0rL23S4I=,Ap+5ADc=,326589df-6f6c-4f62-8332-554288779009,2006-09-01 00:00:00
30008,False,Mr.,R. Morgan,L.,Mendoza,None,Friendly Neighborhood Bikes,adventure-works\jillian0,rmorgan0@adventure-works.com,963-555-0146,SDOw6y7IRVh0ifbtO1Ue2Fb8cig2n0DkW+K3kmjQ/Xc=,K0sYx+Y=,1e4996b9-004d-48af-ab2e-f34064ddb2e1,2007-06-01 00:00:00
30010,False,Mr.,Stephen,A.,Mew,None,Recommended Bicycles,adventure-works\garrett1,stephen4@adventure-works.com,399-555-0114,pBvyGgTluk2JUwL/bK3NlXBRBgSUVk5HgHHhc2gU89k=,xdzdXEw=,38814541-7e2a-4a6a-911f-5ed76dd0e481,2005-11-01 00:00:00
30012,False,Ms.,Helen,M.,Meyer,None,Alpine Ski House,adventure-works\linda3,helen2@adventure-works.com,519-555-0112,xYJSzxUQxGXkjj+EUMGu3jCaA5aPco7WAdw+VZtUbUM=,v1Ew2R4=,6eee2e6b-c439-4d87-ad95-25eecfb1672c,2005-11-01 00:00:00
30016,False,Mr.,Thomas,R.,Michaels,None,Seats and Saddles Company,adventure-works\garrett1,thomas2@adventure-works.com,162-555-0174,sGgVDtQybwwnAik3qbQBE+iRRjlk0ahJmqvKjTGFq5I=,aOFmjMY=,009f9cfc-23a3-4b66-92be-bacce90985dc,2006-11-01 00:00:00
30018,False,Ms.,Virginia,L.,Miller,None,All Cycle Shop,adventure-works\pamela0,virginia0@adventure-works.com,918-555-0127,2LMYXdm0nvmWcT+Md+NaYmfIPgdmP0R2PiRoynq7WCk=,GNkVrfA=,84fc26a4-3a90-4cb9-a04d-be85e95c1acf,2006-07-01 00:00:00
30019,False,Mr.,Matthew,J.,Miller,None,Tachometers and Accessories,adventure-works\jae0,matthew5@adventure-works.com,1 (11) 500 555-0176,/hDOTbr9X/E4UE8H6wjOGHYZ6Gb8GDpmutPWgFTXQnc=,eiCRDs8=,226d328b-23d4-4215-b9c4-3da08f2e68db,2006-09-01 00:00:00
30021,False,Mr.,Ben,None,Miller,None,Low Price Cycles,adventure-works\josé1,ben1@adventure-works.com,207-555-0167,d8+17xmtxYv0ovo+dfdJCIe7zpoChbE+X4f+gQrPU3A=,6CMCzUQ=,1e32fa7f-e67b-4c0b-a58f-182b7d9560fe,2007-08-01 00:00:00
30022,False,Mr.,Dylan,None,Miller,None,Metropolitan Manufacturing,adventure-works\shu0,dylan1@adventure-works.com,140-555-0192,kE/AZF2xtlVStSAI51sBwnA1CENgrWppF3qD5KxBdVE=,q1lJvKo=,1aa7f7b6-5a35-463c-b744-e9f8955901e3,2005-11-01 00:00:00
30023,False,Mr.,Frank,None,Miller,None,Orange Bicycle Company,adventure-works\jillian0,frank6@adventure-works.com,118-555-0184,h7ho5pw1ypORUO13IMzogsDDW1C9bUTmGWsz06Xax8E=,n/q5ims=,0eb59b8a-807f-4596-af6b-4d73ab4d0c75,2006-08-01 00:00:00
30024,False,Ms.,Neva,M.,Mitchell,None,Riding Associates,adventure-works\pamela0,neva0@adventure-works.com,992-555-0134,xUl8Ag905RQfEG81+mYFO378kfiUUFE0TsYSJ1+rU9I=,ru6E/qg=,cbf5c8d9-5718-4b1b-a066-19cdc432f4a8,2007-08-01 00:00:00
30025,False,Ms.,Linda,None,Mitchell,None,Essential Bike Works,adventure-works\jae0,linda9@adventure-works.com,1 (11) 500 555-0182,LJhS2DW9IscOBidp+dn6JWOa8axqqpEw2XIUiUMRKVM=,hrRF3s4=,838acd04-5b60-459c-88cc-ef5d1d696e05,2007-09-01 00:00:00
30027,False,Mr.,Joseph,P.,Mitzner,Jr.,Engineered Bike Systems,adventure-works\shu0,joseph4@adventure-works.com,129-555-0164,7obarvC3BHLIE/oFo0n+bkB/EZ03Zc8Vu+F2jpK/CNM=,k6zgROU=,029c27b5-72e5-4024-a5fa-53bdb42b98bc,2007-09-01 00:00:00
30028,False,Ms.,Laura,C.,Steele,None,Professional Containers and Packaging Co.,adventure-works\shu0,laura3@adventure-works.com,741-555-0173,Ve/S2F7op7awJVe7aBPDkDTtsOiyLvShdymITr5ilEI=,ckT+1XU=,d2c24d1f-c84b-4d96-82b9-66b729b3f1dd,2006-08-01 00:00:00
30029,False,Ms.,Shanay,B.,Steelman,None,One Bike Company,adventure-works\josé1,shanay0@adventure-works.com,797-555-0118,No6/IlWBeOp1TBZ1wAMOUa5VwYHrf3NyowdeNz4yGNs=,VQqvrDo=,8330f126-bd54-4f8c-9c16-fab34b7ca54e,2006-09-01 00:00:00
30030,False,Mr.,Stefano,None,Stefani,None,Cycling Goods,adventure-works\jae0,stefano0@adventure-works.com,1 (11) 500 555-0115,eVnhcpqYU3NKN52mFwcXw11n5pF8qfCFpZBVTo45zsY=,XSHxez4=,7f98308d-cdbc-4143-a080-1c10053e1054,2006-08-01 00:00:00
30031,False,Mr.,Alan,None,Steiner,None,Cycle Clearance,adventure-works\pamela0,alan4@adventure-works.com,792-555-0194,0ZfPkEBplSrQkVpmgzrlfblSeTpJ4CJwJu7aVWOuOSM=,FDIch68=,8979685d-b1df-450a-a296-423f1e2b1056,2007-09-01 00:00:00
30032,False,Mr.,Derik,None,Stenerson,None,Black Bicycle Company,adventure-works\jillian0,derik0@adventure-works.com,441-555-0144,eiskTIJrt6kqa7sel16D8OBUVoPmh3ud4vMChJvsZCc=,0rK3P2k=,2c8b69df-e0b4-41f8-964e-7b0cd40b6bc8,2007-02-01 00:00:00
30033,False,Mr.,Vassar,J.,Stern,None,Transport Bikes,adventure-works\shu0,vassar0@adventure-works.com,328-555-0123,nPkLkDdemKmfK3VexvRWH5zYyNzwcfvny8DxWGnicSw=,hLswDiQ=,66193607-693c-4073-be28-78e3892141a2,2007-09-01 00:00:00
30034,False,Ms.,Wathalee,R.,Steuber,None,Sellers of Cycles,adventure-works\pamela0,wathalee0@adventure-works.com,517-555-0120,Sr0056wJj+khaWXi1cRpgU62bgcN9VaN6VJADuKWey4=,7uwL9LU=,5c37794c-6ce1-4c0e-a4e0-d616e6986b51,2007-09-01 00:00:00
